13.90261,0
14.08485,1
14.49951,3
14.71438,4
15.16173,2
15.34391,4
17.41475,3
17.61355,1
18.06085,4
18.27621,0
18.75665,2
18.97271,3
20.96001,0
21.17538,1
21.63926,2
22.07003,3
22.28535,4
22.73265,3
23.16338,1
23.64381,0
24.05798,1
24.52185,2
24.72089,3
25.38331,4
25.59868,2
26.06255,3
26.26135,0
28.00085,4
28.26591,1
28.76291,3
28.97828,0
29.45871,2
29.67417,4
31.64552,0
31.84432,1
32.29184,2
32.52355,3
32.97085,2
33.20278,4
33.58382,4
33.91515,3
34.21335,1
34.49498,0
34.82633,1
35.17421,3
35.38958,2
35.72091,4
36.01911,2
36.23479,3
36.56612,0
36.91415,1
37.16221,3
37.47748,2
37.84145,4
38.05682,0
38.40471,3
39.01768,4
39.10054,1
39.34902,3
39.8965,0
40.21048,4
40.75733,2
41.07195,3
41.61865,0
41.91685,1
42.26508,2
42.48011,3
42.82801,4
43.37471,3
43.70652,1
44.07051,0
44.28588,1
44.61721,2
44.98168,3
45.18048,4
45.49525,3
45.82658,1
46.04195,3
46.3736,1
46.73775,4
47.06934,3
47.40042,1
47.64902,0
47.86434,1
48.21218,2
48.51038,3
49.09021,4
49.32215,4
49.57065,3
49.93512,1
50.23331,0
51.11135,2
51.37642,3
51.69118,1
52.05565,4
52.45325,0
52.95028,1
54.72288,4
54.95502,3
55.1702,1
55.25301,3
56.06478,0
56.51209,1
56.76058,2
57.05887,3
57.39011,1
57.87055,4
58.45039,0
58.71545,3
58.94738,1
59.17931,4
59.79228,2
60.00765,4
60.85255,1
61.06791,3
61.44895,1
61.84655,0
62.04535,0
62.27728,1
62.79085,3
62.9897,3
63.20501,3
63.30441,4
63.63581,4
63.83461,4
64.06648,4
64.14931,3
64.53035,1
64.72916,1
64.94469,1
65.09361,2
65.42495,2
65.64031,3
65.87225,3
65.97165,2
66.30298,2
66.50178,4
66.81654,0
67.11481,1
68.12531,2
68.32412,3
68.75484,0
68.98678,4
69.18558,3
69.50035,2
69.86481,1
70.06361,1
70.39494,3
70.74285,2
71.22328,4
71.63744,0
72.01848,0
72.10131,1
72.56518,2
72.76398,3
73.09531,4
73.42664,2
73.82468,3
74.33782,1
74.53661,4
74.86795,4
75.13332,4
75.19928,3
75.61349,1
76.09388,0
76.30925,1
76.65724,2
77.00504,3
77.46892,4
77.88308,4
78.0988,3
78.46291,2
78.7943,0
79.22498,1
79.65572,3
81.44493,0
81.62714,1
81.94192,2
82.27325,3
82.73711,4
83.21756,2
83.43357,4
83.64828,0
83.74768,3
84.09558,2
84.32751,4
84.55945,1
84.65884,3
84.97361,0
85.18898,1
85.42109,2
85.53688,3
85.83524,2
86.19955,4
86.299,2
86.76282,0
86.97835,1
87.21016,2
87.30952,3
87.62428,4
87.95762,2
87.95762,3
88.27238,0
88.48778,1
88.80251,2
89.15041,3
89.59772,4
90.06158,0
90.29352,1
90.60828,3
90.95618,2
91.15498,4
91.85078,4
92.06615,3
92.49689,2
92.71228,0
93.12642,1
93.60703,3
95.61142,4
95.92648,4
96.32378,3
96.48949,1
97.41718,0
97.73196,0
98.12955,1
98.27865,3
98.90819,4
99.12355,1
99.37222,2
99.47145,3
99.75308,2
100.2335,4
100.6974,0
100.9128,1
101.2607,2
101.6086,3
101.8239,1
102.7185,4
103.0499,2
103.3984,3
103.6131,1
104.4911,2
104.7894,3
105.1373,0
105.3526,1
106.2638,3
106.5951,2
106.9099,4
107.1418,1
107.8048,0
108.0364,0
108.2518,0
108.3518,1
108.6825,3
108.9312,2
109.1464,4
109.2292,2
109.6107,3
109.8425,1
110.0741,2
110.2066,1
110.5049,0
110.7037,1
110.919,1
111.035,2
111.3829,2
111.5983,3
111.8139,2
111.913,4
112.2779,2
112.4929,3
112.7249,2
112.8242,1
113.1559,1
113.3709,0
113.5863,0
113.6692,1
114.0501,2
114.2655,3
114.4974,2
114.5968,4
114.9447,3
115.1767,2
115.4086,2
115.508,3
115.8725,0
116.0547,0
116.2701,0
116.3529,2
116.7197,2
116.9516,2
117.1836,2
117.2664,3
117.6474,4
117.8462,4
118.0451,4
118.1444,2
118.4923,2
118.7079,2
118.9398,2
119.0225,3
119.4036,1
119.6023,1
119.9171,2
120.265,3
120.4805,0
120.6792,4
121.143,2
121.3584,3
121.7063,1
122.0873,1
122.2862,2
123.1642,4
123.6115,4
123.8102,4
124.0587,3
124.9202,2
125.3845,0
125.5994,1
125.8149,2
126.693,3
127.1402,2
127.3555,4
127.5874,2
128.5152,3
128.9625,2
129.1617,2
129.3932,1
130.2547,0
130.7352,0
130.9505,1
131.1824,2
132.077,3
132.5243,2
132.7397,2
132.9716,4
133.8331,2
134.264,0
134.4626,1
134.7277,2
135.1584,3
135.5892,2
136.053,4
136.5003,2
136.7323,2
